Frequency (Hz),Channel 1 Magnitude (X),Channel 2 Magnitude (X),Channel 2 Phase (deg)
1000.000000000001,1.001809040062242,0.07834036903468874,84.68011634129675
1047.128548050901,1.001804623285834,0.08193714311241743,84.46468255153985
1096.478196143186,1.001781565913275,0.08575699237985937,84.22334949494893
1148.153621496884,1.001811792745186,0.08977328977596227,83.99365655571785
1202.264434617413,1.001751127333749,0.09396213641136232,83.7519484943908
1258.925411794169,1.001767427420081,0.098266024796952,83.48473783993784
1318.256738556409,1.001795019996687,0.1028062012941858,83.23112939295721
1380.384264602885,1.001806806043679,0.107589044955851,82.9446438876289
1445.43977074593,1.001794638326511,0.112595311813212,82.65043542867535
1513.56124843621,1.001833044591951,0.1178311217692058,82.34898899442317
1584.893192461114,1.001786451170602,0.1232405399029554,82.01888721271879
1659.586907437563,1.001767902477515,0.1288877306199306,81.68961866268847
1737.800828749376,1.001799751366416,0.1348132219933348,81.33926843123518
1819.700858609984,1.001851686658752,0.1409895055215962,80.97890527743532
1905.46071796325,1.001840249099746,0.1474022162060896,80.59350063785675
1995.262314968881,1.001832821771485,0.1541305320875192,80.19731549701211
2089.296130854041,1.00183100467255,0.1612274415023778,79.77574004697917
2187.761623949554,1.001862906737781,0.1684735492657904,79.35194289233507
2290.867652767774,1.001862903689072,0.1761061490837968,78.89268860820739
2398.832919019493,1.001917836958162,0.1840674849185352,78.42418428191218
2511.886431509582,1.001842544568347,0.1923001581291623,77.92310817390234
2630.267991895385,1.001916063143002,0.2009242087853551,77.41226640917961
2754.228703338169,1.001820779469811,0.2098898528016452,76.87875602939087
2884.031503126609,1.001864624898453,0.2192020487431444,76.33345613235673
3019.951720402019,1.001922185241747,0.2288222814122808,75.74362248140311
3162.277660168382,1.001891059675478,0.238875843493797,75.14140505975958
3311.311214825914,1.001837647332844,0.2493827609998575,74.50569024092074
3467.368504525317,1.00195828597419,0.2601525635197195,73.85954471256935
3630.780547701017,1.001921465731175,0.2713312486348786,73.18380341187404
3801.893963205617,1.001996293534235,0.2829597442910528,72.46925795533878
3981.071705534973,1.001904039529783,0.294962992676956,71.74496521009009
4168.693834703359,1.001854995116784,0.3073829235348575,70.98196980344414
4365.158322401665,1.001937062430425,0.32015752237093,70.19775977519758
4570.881896148752,1.001950188264616,0.333402191310882,69.37823053511124
4786.300923226389,1.001861327618774,0.3469752396249091,68.54201156276021
5011.87233627273,1.001832136451021,0.3608977785049988,67.6647784545126
5248.074602497728,1.001652318545789,0.3753090838708917,66.76392010197631
5495.408738576254,1.001873896403922,0.3899648690864551,65.83202139058548
5754.399373371578,1.001701726209702,0.4050153851215598,64.8718246660342
6025.59586074358,1.001677730396735,0.4204533307514415,63.88823210433905
6309.573444801937,1.001516907408208,0.4361478889331706,62.87117288098669
6606.934480075965,1.001577080933668,0.45210329479658,61.82609755884121
6918.30970918937,1.00059156524635,0.4683567969391083,60.7615688638282
7244.359600749906,1.001354946367034,0.4847905781404749,59.66216648036644
7585.775750291844,1.0012640502011,0.5014906148585631,58.54440159637088
7943.282347242821,1.001149536436094,0.5182806828552489,57.39728369828706
8317.637711026719,1.000764437929539,0.535145434300705,56.23667640165768
8709.635899560815,1.000203341096162,0.5521757635515009,55.04987949023621
9120.108393559105,0.9997575339784024,0.5691975296285506,53.84445242782702
9549.925860214369,0.9996689608637611,0.5862068147547196,52.62559668444609
10000,0.9999340270769329,0.6031525853743455,51.38557612945021
10471.28548050901,1.000058309480631,0.6198958469092877,50.13482496847752
10964.78196143186,0.9999913437111068,0.6366252070193199,48.87730343855272
11481.53621496883,0.9997780510098051,0.653059105745347,47.60823592253048
12022.64434617414,0.9995362090802096,0.6693386052705745,46.33894291881569
12589.25411794168,0.9974801161251402,0.68524824933106,45.05687329089638
13182.56738556407,0.9990933093021863,0.700769304555277,43.78144894173785
13803.84264602886,0.9987924982872012,0.7161170776652565,42.5089270775096
14454.39770745929,0.9978996781099158,0.7308196994845327,41.23262322679268
15135.61248436209,0.998429044991384,0.7451329107644896,39.96713417094231
15848.93192461115,0.9981770519857518,0.7590624661010895,38.71342590332328
16595.86907437562,0.997799240601015,0.7725177064967081,37.47597568790667
17378.00828749376,0.9976519502484651,0.7854163067261734,36.24823537498246
18197.00858609984,0.9969966858574523,0.7977764247573432,35.02947529874318
19054.60717963249,0.997344817552158,0.8096643970374366,33.8363431499227
19952.62314968881,0.996859426142411,0.8209560942745135,32.66264685847489
20892.96130854039,0.9969549413611963,0.8317097170026239,31.50844473736989
21877.61623949554,0.9968752183506723,0.8418609320078793,30.38334745020438
22908.67652767775,0.9966378952271056,0.8516107363187226,29.27186467872814
23988.32919019491,0.9963763661362165,0.8607737971523358,28.19683932095436
25118.86431509582,0.9952317753975047,0.8693058859259836,27.13399805424222
26302.67991895384,0.9963165003770382,0.8774530142110663,26.10793082404744
27542.28703338168,0.9962105555329098,0.8851279705170173,25.10762200437252
28840.31503126608,0.9948387582172253,0.8922997829865823,24.14178309877148
30199.51720402019,0.9959145856036314,0.8990297310977305,23.18636804537914
31622.77660168381,0.9959893019788654,0.9052696066235497,22.27572216310438
33113.11214825913,0.9958657876384277,0.911263031013602,21.38409262751792
34673.68504525317,0.9958725276936683,0.9167102063911408,20.52534424450698
36307.80547701016,0.9959487509868542,0.9216166691014699,19.69489222990738
38018.93963205612,0.9956772573764187,0.9264827615556649,18.88378253409608
39810.71705534973,0.9959090956974613,0.9307809367251144,18.1114516476777
41686.93834703357,0.995877833872573,0.9349214875685814,17.35575252247243
43651.58322401661,0.9959553821793863,0.9386712772902817,16.64491516265122
45708.81896148752,0.9961319782121898,0.9421449465471823,15.94876945096853
47863.00923226388,0.9956799079888263,0.9453682548516844,15.27737647450349
50118.72336272725,0.9955882317563522,0.9483690762521975,14.6304470712589
52480.74602497728,0.9964791082132023,0.9511205859639117,14.01987960843497
54954.08738576245,0.9964035290496294,0.9536711866649186,13.4157397852282
57543.99373371572,0.9964896637572486,0.956176197659836,12.83212755167131
60255.95860743581,0.9967960069068311,0.9582119966064225,12.29386862643698
63095.73444801933,0.996884958772541,0.9601794258656537,11.75825845991051
66069.34480075965,0.9969378594335155,0.9620749634813432,11.24655742174041
69183.09709189367,0.9970812283903764,0.9638063459783573,10.77065675372464
72443.59600749903,0.9974846600343217,0.965135165041289,10.30296065781272
75857.75750291844,0.9972646819164485,0.9665980742947933,9.853286208952696
79432.82347242818,0.9964073795769298,0.968097933594259,9.421592464508354
83176.37711026713,0.9968362957030574,0.9692718197008823,9.014708615119829
87096.35899560805,0.9978623723832257,0.9699316943266389,8.612822679237162
91201.08393559101,0.9975927195053855,0.9713502982566016,8.235856174695382
95499.25860214364,0.9970430717931957,0.9721564489344977,7.868099179994559
100000,0.9985296366050684,0.9729408743098094,7.52379484938038
104712.85480509,0.9989427764470976,0.9740285569230119,7.178270832598002
109647.8196143186,0.9993159915609027,0.9746050847377146,6.859065826664136
114815.3621496883,0.9991426694572185,0.9751778083087667,6.561427234947985
120226.4434617413,0.9991500153750227,0.9760858704523743,6.278306692376191
125892.5411794167,0.9988228804001072,0.9764812144693931,5.994322732603479
131825.6738556407,0.9992110909251534,0.9764143309310908,5.731250798431773
138038.4264602886,0.9988525046694066,0.9772834116844603,5.46769090660659
144543.9770745928,0.9991573221985011,0.9775156683808558,5.228808087112597
151356.1248436209,0.9996701942286181,0.9779446280449217,4.985376671798079
158489.3192461114,0.9994837145786862,0.9781204437729591,4.754988682216437
165958.6907437561,0.9990302998208563,0.9786137459468474,4.538175215841207
173780.0828749376,0.9976626143903654,0.9784989763035459,4.350311061277694
181970.0858609984,0.9988308128006813,0.9787851275316314,4.159815897611296
190546.0717963248,0.9983076734628937,0.979206251229054,3.965017245326564
199526.2314968881,0.9979760262635232,0.9789725797082641,3.793821647515482
208929.613085404,0.9979443630056833,0.979289192439136,3.632374765291761
218776.1623949553,0.9973319803760895,0.9799544783111515,3.454658946388584
229086.7652767773,0.9965442933721899,0.980165989504137,3.315639632716142
239883.2919019491,0.9962453562600327,0.9795476999236779,3.161625297244768
251188.6431509582,0.9951093130294307,0.9801726931146924,3.028638471371409
263026.7991895382,0.9947806985517461,0.9798148526702064,2.903021233668873
275422.8703338167,0.9945247063932038,0.9797170699754606,2.794655720086133
288403.1503126606,0.994095294090331,0.9801359354285918,2.640501343083997
301995.1720402017,0.994329229157465,0.9798548507348526,2.540105534763867
316227.766016838,0.9936244246619595,0.9801399204261144,2.413044966688531
331131.121482591,0.9932724143998751,0.9799173409519806,2.337893489666799
346736.8504525317,0.991916776766461,0.9798722010308163,2.243184148171416
363078.0547701015,0.9916891106836195,0.9797835425221439,2.142594663631314
380189.3963205612,0.9911225901475529,0.9802763343196573,2.060223029340037
398107.1705534974,0.9898967117096249,0.9803658620457349,1.945912695707108
416869.3834703353,0.9899797440600802,0.9799877891770693,1.868349025962772
436515.832240166,0.9893169199875271,0.9803022743458537,1.809369490959341
457088.1896148752,0.9878285035012685,0.9800656095316551,1.734520196032008
478630.0923226383,0.9884366642798175,0.9804312743357516,1.670174116672598
501187.2336272725,0.9873798241483404,0.9804749505754795,1.640077143361466
524807.4602497725,0.9865675245652371,0.9807728247457651,1.551807461720547
549540.8738576246,0.9861929590105036,0.9806348264914525,1.502572555385051
575439.9373371572,0.9853817478543661,0.9807242463934428,1.433426024557477
602559.5860743576,0.9847568089821834,0.9807752763410683,1.378407057371902
630957.3444801933,0.9845982793665259,0.980937571208286,1.330598337255509
660693.4480075957,0.9835715989960859,0.9808882622273216,1.2803499801133
691830.9709189365,0.9829196168922532,0.9813058438185689,1.221131309982979
724435.9600749902,0.982270999357012,0.981658699092216,1.194165981682765
758577.5750291836,0.9817763653314642,0.9812587793790614,1.167077596107809
794328.2347242816,0.9815766623407612,0.9813247693890645,1.111689513960926
831763.7711026713,0.9807854371842484,0.9812849716045959,1.074841292548683
870963.5899560805,0.9799009549949793,0.9817923472043715,1.032484688454332
912010.8393559098,0.9799806309070841,0.9817339878946245,0.9899519505845262
954992.5860214357,0.9792703462880055,0.9817199054433811,0.9513768848579502
1000000,0.9786209019054106,0.9819024499254575,0.9170530213942604
